명사
가구
가금류
가까이
가끔
가난
가능성
가닥
가량
가르릉
가변
가설
가속
가스
가슴
가시광선
가열
가운데
가위
가장
가재
가정
가정은
가족
가지
가축
가축화
가치
가치관
가해
각각
각광
각기
각운동량
각자
각종
각지름
간격
간뇌
간다
간섭
간섭계
간의
간주
간체
간호사
갈등
갈망
갈매기
갈색
갈수록
감각
감각기관
감각처리
감광
감마선
감상
감소
감안
감염
감정
감퇴
갑자기
강조
강착
강화
개개
개개인
개념
개다래
개량
개리
개발
개발도상국
개별
개선
개수
개월
개인
개입
개체
객관
객체
거꾸로
거나
거대
거리
거림
거버
거부
거성
거의
거짓
거치
거품
건강
건망증
건물
건설
건조
건축
걸음걸이
검토
것일
겉보기
게놈
게르만어
게성운
게임
겨울
격려
격변
격분
격언
격차
견과류
결과
결과물
결론
결실
결심
결정
결핍
결합
결혼식
경감
경계
경계층
경고
경과
경로
경우
경제
경지
경추
경향
경험
계곡
계산
계속
계율
계절
계층
계통
계획
고객
고고학
고기
고기압
고기잡이
고대
고독
고등학교
고래자리
고려
고려사
고르곤
고리
고립
고무
고민
고비
고사성어
고압
고양
고양이
고온
고원
고원지대
고위
고유
고음
고의
고이
고작
고전
고정
고찰
고통
고흥
곡선
곡식
곡조
곡풍
곤충
곧바로
곧장
골짜기
공간
공감
공개
공격성
공급
공기
공리
공리주의
공복
공생
공식
공유
공전
공포
공항
과거
과녁
과연
과일
과정
과제
과학
과학계
관계
관계자
관련
관리
관리자
관목
관상
관성
관성력
관습
관심
관여
관절
관절염
관점
관찰
관찰자
관측
관해
광구
광기
광년
광선
광자
광전
광합성
괭이
괴로움
괴리
괴앙
교란
교미
교수
교실
교육
교통사고
교환
교회
구간
구강
구결
구동
구로
구름
구름표범
구별
구분
구상
구성
구성요소
구성원
구심력
구아닌
구역
구원
구조
구체
구축
구토
구한
국가
국민
국번
국부
국영
국제
국제공항
국지풍
궁극
권력자
권리
권한
궤도선
귀가
귀의
규명
규모
규소
규정
규칙
균형
그것
그날
그녀
그닥
그대
그레고리력
그로
그룹
그리스
그리스도인
그리스어
그리스인
그린란드
그릴
그림
극단
극대
극동풍
극락
극복
극적
극히
근거
근대
근대화
근동
근육
근처
글라이더
글리콜
글씨
금속
금욕
금융
급성
급식
긍정
기간
기고
기관
기구
기능
기대
기독교
기독교인
기록
기류
기반
기법
기본
기본권
기분
기쁨
기상
기상관측소
기상학자
기상현상
기술
기압
기억
기업
기업체
기여
기울기
기원
기원전
기적
기존
기준
기질
기체
기초
기타
기호
긴반지름
긴장
긴장감
길고양이
길이
김지현
깃털
깜빡
껍질
꼬리
꼽는
끙끙
끼리
나누기
나라
나머지
나선
나열
나은
나이
나중
나타남
나프탈렌
낙관
낙담
낙오
난민
난소
난쟁이별
날개
날다람쥐
날씨
남극
남미
남반구
남서
남아
남지
남짓
남쪽
남풍
납득
납작
낭만
낮선
낯선
낱낱이
낳을
내기
내내
내부
내세
내용
내의
내적인
내지
냄새
냉각
너머
널리
네온
네코미미
네팔
노년기
노력
노르만
노르에피네프린
노여움
노출
노화
녹음기
논란
논리
논의
논쟁
놀이
농경
농업
농장
높이
뇌속
뇌우
뇌전증
누구
누군가
누우
누적
눈물
눈물샘
눈표범
눞힌
뉴클레오솜
뉴턴
느낌
능동
능력
능률
능선
능엄경언해
늦가을
니아
다기
다람쥐
다량
다른
다리
다만
다섯
다소
다솜
다우
다음
다이너모
다이어그램
다중
다중성계
다지증
닥치
단계
단기
단독성
단맛
단백질
단부
단서
단어
단열
단위
단위계
단일
단장
단점
단정
단지
단체
단테
달라
달라스
달러
달력
달리
달성
달이
담당
담배
답변
당뇨
당뇨병
당대
당사자
당장
당질
대가
대개
대규모
대기
대기과학
대기권
대기층
대뇌
대뇌피질
대략
대량
대류
대류층
대륙
대부분
대비
대사
대상
대순환
대신
대역
대응
대의
대적
대전
대조
대조군
대중문화
대처
대체로
대출
대칭성
대표
대푯값일
대하
대학교
대학생
대한
대한민국
대해
대화
댖군
덕분
덩어리
덩이
덩이짓기
데모
데브
데스
데이터
데톨
도구
도구로
도달
도덕
도둑고양이
도력
도약
도운
도움
도입
도자기
도전
도중
도출
도파민
도표
도플러
독립
독성
독일
독일어
돌기
돌연변이
돌출
돌풍
돕기
동경
동기
동기부여
동등
동력
동물
동물행동학
동반
동반성
동사
동수
동식물
동안
동양
동위
동의
동작
동쪽
동풍
동행
돛대
두더지
두려움
두운
두정엽
둘째
뒷다리
뒷덜미
뒷받침
뒷발
뒷발톱
드론
듣기
들고양이
등급
등록
등압선
등장
등장인물
디킨슨
따라서
따오기
땃쥐
때로는
때문
또렷
또한
뚜껑
띤다
라면
라이
라이즈
라틴어
러그
러셀
러시아
레이
렌즈
로간
로그
로마
로마서
로버트
로부터
로서
로움
로크
로티
로프터스
록히드
뢰디거
루더스
루크
루프
류보
리라
리본
리뷰
리스
리처드
리튬
마게이
마그네슘
마네키네코
마녀
마눌
마늘
마니아
마련
마르크스
마리
마법
마블
마약
마을
마음
마이컬슨
마주
마지막
마찬가지
마찰
마찰력
마치
마카이
막대
만난
만날
만년설
만들기
만성
만약
만유인력
만일
만족
만족감
만큼
만화
말기
말단
말로
말리
말소리
망각
망막
망원경
매개
매년
매우
매일
매진
매질
매커니즘
맥길
맥락
맹크스
머리
먹이
먼저
먼지
멀리
메뉴
메두사
메모
메일
메추라기
메커니즘
메타
메틸
메틸기
메틸화
메틸화된
멜라닌
멧토끼
며칠
면서
면역
면욕
면적
멸종
명명
명명법
명사
명왕성
명의
명인
명확
몇몇
모델
모두
모든
모래
모래고양이
모르핀
모방
모빌
모성애
모순
모습
모양
모에
모임
모형
모호
목격자
목구멍
목뒤
목록
목마름
목사
목성
목소리
목수
목숨
목표
몬더
몬타나
몰래슨
몰입
몸단장
몸무게
몸속
몸짓
몽고
묘사
무거워
무게
무려
무렵
무리
무상
무성
무슨
무심코
무언가
무엇
무역풍
무의식
무조건
무한
묵적
묶인
문명
문서
문자
문장
문제
문학
문학작품
문헌
문화
물건
물고기
물기
물리
물리학
물이
물질
물체
뭉치
므두셀라
미각
미국
미네랄
미녹시딜
미니
미덕
미라
미래
미로
미르
미리
미소
미스트랄
미신
미약
미움
미자르
미처
미첨
미추
미카엘
미터
민간
믿음
밀러
밀리초
밀리초각
밀집성
밑동
바가바
바깥
바깥쪽
바닐라
바닐란
바다
바람
바램
바로
바리
바바라
바빌론
바소프레신
바스테트
바울
바이러스
바이어
바탕
박동수
박사
박차
반대
반대편
반려
반려동물
반론
반면
반복
반사
반성
반영
반응
반지름
발가락
발견
발끈
발달
발명
발목
발바닥
발병
발산
발산량
발생
발성
발의
발자국
발전
발정
발차기
발톱
발판
발표
발현
밝기
밤하늘
방문
방법
방법론
방사
방사선
방식
방위
방지
방출
방출선
방충
방치
방해
방향
배경
배변
배열
배우자
배정
배쪽
배출
배치
백만
백색
백조자리
백합
버넘
버스터
번식
번역
번의
번호
범선
법률
법칙
베가
베다
베릴륨
베셀
베스트셀러
베이스
베타
베텔게우스
베트남
벡터
벤틀리
벵갈
벽화
변경
변광
변광성
변동
변수
변수인
변종
변형
변화
변화량
변환
별개
별로
별명
별보
별자리
병원
보건
보고
보기
보람
보르네오
보르네오구름표범
보상
보아
보유
보이
보이지
보전
보존
보지
보충
보크
보통
보호
복구
복사
복사압
복사층
복수
복원
복잡
복지
복합
본능
본래
본인
본질
볼프
봉사
봉사활동
부가
부검
부곡
부동액
부등
부러
부력
부류
부분
부산물
부신피질
부여
부위
부작용
부적
부정
부제
부족
부족함
부추
부터
부피
부호화
북반구
북위
북유럽
북쪽
북풍
분광쌍성
분광학
분광형
분노
분당
분량
분류
분리
분비
분비물
분석
분야
분업
분열
분자
분출
분트
분포
분할
분해
분화
불과
불구
불규칙
불리
불신
불안
불안감
불어
불투명
불행
붕괴
붙박이별
붙이
브라헤
브로민
브루노
블랙홀
블로흐
비교
비둘기
비량
비례
비록
비롯
비루니
비만
비바람
비상
비서
비슈누
비어
비용
비율
비음
비정상
비중
비타민
비판
비행
빅뱅
빈곤층
빌헬름
빗질
빙하
빛과
빼낼
빽빽
뿌리
뿜기
뿜어져
사건
사고
사고방식
사구
사기
사냥
사냥꾼
사람
사람과
사랑
사량
사례
사료
사막
사망률
사면
사물
사방
사상
사상가
사실
사업
사용
사원
사육
사이
사자
사자자리
사적
사전
사지
사진
사항
사회
사후
삭제
산곡풍
산다
산들
산등성이
산란
산산조각
산소
산술
산스크리트어
산악
산풍
산화질소
살서제
살충제
살코기
살피
삶속
삼고
삼중
삼차
상관관계
상담
상대
상대방
상대성이론
상사
상상
상세
상승
상승기류
상실
상위
상응
상의
상인
상자
상자해파리
상징
상처
상체
상층
상태
상품
상하이
상한선
상항
상향
상호
상호작용
상황
새끼
새끼고양이
새알
새옹지마
색소
색지수
생각
생기
생리
생리작용
생명
생명력
생물
생물학
생산
생일
생존
생쥐
생체
생태계
생화학
생활
생활수준
생후
샤머니즘
샴푸
서든
서로
서부
서서히
서술
서식지
서양
서열
서적
서쪽
서풍
선단
선박
선언
선의
선조
선진국
선택
선행
선형
선호
설단
설령
설명
설비
설정
설치
설치류
설화
섬광
섬유소
섭취
섭취량
성격
성경
성공
성과
성관계
성단
성묘
성분
성비
성운
성의
성인
성장
성적
성질
성체
성취
성표
성풍
성함
성향
성협
성호르몬
성화
세계
세기
세로
세로토닌
세분
세속
세월
세월호
세페이드
세포
섹스
센터
셔번
소급
소기
소나기
소냐
소뇌
소득
소로
소리
소망
소비
소식통
소실
소원
소유
소음
소재
소진
소진하
소통
소화
소화관
속담
속력
속성
손가락
손목
손상
손수건
손실
솔개
솔로
송신기
쇄골
쇠퇴
수가
수년
수동
수레
수렴
수면
수면시간
수명
수목
수반
수백
수백만
수분
수상돌기
수선
수소
수술
수식
수십
수염
수용
수용체
수의
수의학
수준
수직
수차
수천
수축
수치
수컷
수평
수필
수행
수효
숙지
순간
순례
순서
순서대로
순수
순위
순종
순차
순환
숟갈
숫자
숲속
쉘리
쉭쉭
슈바르츠실트
슈발브
스나이더
스냅
스라소니
스므리티
스스로
스위스
스카이워커
스키
스타워즈
스토
스트레스
스트루베
스펙트럼
스펙트럼선
스펠링
스포츠
스피큘
슬픔
습격
습관화
습득
습성
승리
승화
시각
시간
시계
시공간
시기
시나리오
시냅스
시넵스
시대
시라
시력
시리아
시리우스
시뮬레이션
시민
시사
시상
시선
시설
시속
시스
시스템
시어
시작
시적
시절
시점
시지름
시차
시토신
시프
시한
시험
시험관
식물
식물성
식별
식사
식성
식쌍성
식욕
식용
식육목
식이
식이섬유
식품
신격
신경
신경가소성
신경계
신경과학
신경과학자
신경망
신경세포
신경심리학
신경학
신대륙
신드롬
신들
신뢰
신부전증
신비
신빙
신생아
신성
신성은
신앙
신약성서
신의
신장
신체
신학자
신호
신화
신흥
실내
실수
실어증
실연
실용
실재
실정
실제
실조
실질
실천
실크로드
실행
실험
실현
심각
심리
심리치료
심리학
심리학자
심박
심박수
심상
심장
심지어
십년
십여
십이지
십자군
싸움
싸인
쌍성
쌍성계
쓰기
아가페
아기
아동
아들
아들러
아라비아
아랍어
아래
아래층
아르
아르기닌
아메리카
아무
아미
아미노산
아버지
아보
아부
아세트아미노펜
아스피린
아시아
아야
아예
아이
아이디어
아이작
아인슈타인
아주
아치
아케르나르
아킨슨
아테네
아페
아프리카
아홉
악덕
악의
안구
안녕
안데스
안심
안약
안정
안정화
안젤로
안쪽
알골
알렉산더
알츠하이머병
알파
알프레드
암기
암석
암송
암컷
압력
압축
앞날
앞뒤
앞발
앞서
애니
애니메이션
애니미즘
애정
앤더슨
앨런
앨버트
앨범
야간
야기
야생
야생화
야수
약간
약물
약속
약점
약화
양극
양단
양상
양성자
양식
양은
양인자
양자
양적
양전자
양쪽
양파
어금니
어깨
어디
어딘가
어려움
어론님
어류
어른
어미
어원
억제
억제제
언급
언어
언제
얻지
얼굴
얼마나
얼마만큼
엄마
엄폐
업데이트
업무
엉덩이
에너지
에드먼드
에드워드
에딩턴
에로스
에르그
에른스트
에밀리
에볼라
에센셜
에스트로겐
에타
에틸렌
에피소드
에피쿠로스
엑스선
엔도르핀
엔진
엔케팔린
엘리자베스
여기
여느
여러
여럿
여부
여분
여사
여섯
여성
여신
여우
여유
여정
여지
역류
역사
역사상
역할
연간
연결
연관
연구
연구소
연구원
연구자
연대기
연동
연례
연료
연맹
연민
연상
연소
연속
연쇄
연습
연애
연인
연장
연직
연합
열망
열매
열육치
열의
열정
염기
염기서열
영구
영국
영상
영양
영양분
영양성분
영양학
영어
영역
영적
영향
영향력
영혼
영화
예방
예상
예술
예약
예외
예전
예절
예정
예측
예후
옛날
옛말
오감
오늘날
오랠
오렌지색
오류
오른
오른쪽
오리
오리온
오리온자리
오물
오셀롯
오염
오일
오줌
오후
오히려
온난전선
온대
온몸
온유
올즈
와트
완료
완성
완충기
왕복
왜곡
왜성
외곽
외국어
외부
외적인
외형
왼쪽
요괴
요구
요물
요소
요인
요추
요트
요한
욕구
욕망
용골자리
용기
용량
용례
용서
용어
우려
우리
우선
우승
우애
우울
우울증
우위
우정
우주
우화
우회
운동
운동에너지
운명
운반
울음
울음소리
울프
움직
움직임
웃음
워스
원래
원리
원반
원산지
원소
원시별
원시성
원시종교
원심력
원인
원자
원자핵
원정
원천
원칙
원형
웨슬리
웰빙
위기
위니
위데
위로
위상
위성
위안
위장
위치
위해
위험
위협
윌리엄
윌슨
유기
유기체
유네스코
유년기
유두
유람
유래
유럽
유리
유리창
유발
유아
유아기
유연성
유용성
유인
유전자
유전체
유전학
유제품
유지
유체
유추
유형
유형성숙
유효
유희
육류
육식
육식동물
육지
육체
윤리
윤택
율릭
융합
으르렁
은발
은유
은하
은하군
은하단
은하면
은하핵
은행
음성
음식
음악
음운
음향
응고
응답
응원
의거
의료
의문
의미
의복
의사
의사소통
의식
의심
의욕
의인화
의적
의존
의지력
의학
이과
이기
이나
이내
이념
이데아
이동
이란
이로
이론
이르렀다
이름
이마
이면
이미지
이베리아스라소니
이벤트
이별
이불
이빨
이사
이상
이성
이솝
이슬람
이쑤시개
이야기
이온
이온화
이외
이용
이유
이의
이자
이잠
이전
이점
이중
이중나선
이집트
이차
이처럼
이타
이탈리아
이하
이하이
이하일
이해
이행
이후
인간
인격
인구
인권
인기
인내
인내심
인류
인류학
인류학자
인물
인사
인산
인상
인생
인솔
인슐린
인식
인신
인위
인접
인정
인지
인지력
인지심리학
인체
인페르노
인플루엔자
일각
일곱
일과
일광
일단
일련
일로
일몰
일반
일본
일부
일상
일생
일식
일어나고
일어나지
일어난다
일이
일정
일정량
일종
일주일
일차
일치
일화
일환
임계점
임신
임의
입구
입력
입안
입자
입증
자각
자격
자궁
자극
자기
자기방어
자기장
자동
자동차
자동화
자랑
자로
자료
자리
자발
자살
자서전
자식
자신
자신감
자아
자연
자외선
자유
자유주의자
자율
자의
자전
자전거
자전축
자존감
자주
자체
작고
작동
작성
작업
작용
작품
잔해
잘못
잠깐
잠재력
잡고
잡기
잡음
잡지
장고
장기
장기간
장기강화
장기기억
장난감
장래
장면
장벽
장비
장소
장수
장식품
장애
장애물
장의
장점
장치
장함
재결합
재규어
재규어런디
재난
재는
재료
재미
재인
재인식
재현
재활
재활용
저기압
저빌
저속
저음
저장
저절로
저하
저항
적극
적당량
적목현상
적색
적성
적외선
적응
적적
적지
전기
전날
전뇌
전달
전두엽
전망
전문가
전반
전사
전사인자
전선
전승
전역
전염병
전용
전원
전의
전이
전자
전자기
전자기파
전자볼트
전적
전제
전지
전체
전통
전파
전향력
전혀
전형
전화
전화번호
전환
절단
절대
절대로
절망
절반
절차
점박이
점성학
점수
점심
점점
점진
점차
점프
점화
접근
접미사
접촉
접힌
정글
정기
정념
정동
정렬
정령
정리
정립
정밀
정보
정분
정상
정서
정설
정성
정신
정신건강
정신과
정신병
정역학
정의
정제
정지
정착
정체
정토
정확성
제거
제곱
제공
제국
제기
제대로
제동
제로
제법
제비
제안
제약
제어
제외
제우스
제원
제의
제이다
제임스
제작
제제
제조
제초제
제트
제트기류
제한
조건
조건화
조국
조금
조기
조량
조류
조르다노
조사
조상
조성
조심
조음
조작
조절
조정
조지
조직
조프루아
조합
조화
존경심
존재
졸업
종관
종교
종교시설
종류
종은
종이
종적
종족
종종
종중
종파
좌우
좌절
주거
주계열
주계열성
주관
주기
주로
주목
주무르기
주민
주변
주사
주성
주연
주요
주요한
주위
주의
주인
주인공
주일
주입
주장
주제
주지
주체
주파수
죽음
준비
줄거리
줌마
중간
중격측좌핵
중국
중금속
중뇌
중독
중동
중력
중립
중반
중성
중성미자
중성자
중성자별
중세
중심
중심부
중심성
중심핵
중앙
중요
중요성
중원소
중위
중인
중점
중추
중합
즈음
즉각
즐거움
증가
증명
증상
증오
증진
증폭
증후군
지각
지게
지구
지금
지나
지난
지남
지니
지대
지름
지리
지면
지명
지방
지방산
지배
지붕
지상
지속
지수
지식
지애
지역
지역번호
지연
지원
지장
지적
지점
지정
지지
지질학
지칭
지탱
지평
지표
지표면
지행동
지향
지형
직각
직계
직선
직업
직전
직접
진공
진보
진짜
진통제
진행
진화
진화생물학
진화심리학
질량
질문
질병
질환
집계
집고양이
집단
집단강간
집의
집중
집착
징조
짝짓기
짹짹
차단
차법
차별
차원
차이
차이점
차지
착각
착안
착용
착취
찰스
참가자
참고
참여
참여자
참전
참조
창고
창문
창밖
창백
창의
창조
채광
채소
채층
챔피언십
처녀자리
처럼
처리
처음
척추
천구
천국
천문
천문단위
천문대
천문학
천문학자
천부인권
천적
천체
천추
철로
철학
철학자
첨가
첫날
첫째
청각
청결
청색
청설모
청음
청정
청춘
체감
체계
체액
체온
체적
체중
초거성
초기
초단
초당
초래
초봄
초속
초식
초신성
초은하단
초인종
초자연적
초점
초조
초콜릿
초파리
촉각
촉매
촉발
촉진
촉진유전자
촛불
촬영
최고
최근
최대
최대한
최선
최소
최적
최적화
최초
최하
최후
추가
추구
추락
추산
추상
추위
추정
추진
추출
추측
축적
축퇴
출입
출처
출하
충격
충격파
충돌
충성
충족
취급
취미
취약
취한
측두엽
측량
측면
측성
측정
치가
치누크
치료
치료법
치명
치밀
치아
치유
치타
친구
침강
침구
침대
침몰
침식
침입
침체
침투
침해
카노푸스
카드
카라칼
카르
카르마
카를
카운셀러
카타르
카투스
카트
카펫
칵테일
칼리파
칼슘
캐나다
캐넌
캐릭터
캣닙
캣타워
커넥톰
커서
커피
컬트
컴퓨터
케라틴
케페우스
켄타우루스자리
켈빈
코드
코로
코로나
코르사코프
코르티솔
코르티코이드
코리올리
코비
코카인
콘래드
콘택트렌즈
콜로콜로
콥트어
쾌감
쾌락
쾌락주의자
쿼크
크게
크기
크로뮴
크리
키나제
키스
키즈
킬로미터
타고
타우린
타워
타원
타원체
타이레놀
타이페이
타인
타입
탄생
탄소
탄수화물
탈곡
탈메틸화
탈주
탈출
탐구
탐욕
태양
태양계
태양광
태양권
태양력
태양빛
태풍
터득
테마
테미
테스토스테론
테오
테이아
텔레톤
토끼
토끼띠
토대
토스
통과
통상
통제
통증
통째
통한
통합
통해
퇴화
투석
투자가
튀코
튤립
트라우마
트리
트릴
특성
특수
특유
특이
특정
특징
티디
티브
티투스
틸를
파동
파라세타몰
파리
파생
파섹
파악
파장
파지
파충류
파킨슨병
파티
판단
판별
팔로
패드
패턴
팽창
퍼센트
퍼스
펄사
페놀
페로몬
펠릭스
편도체
편서풍
편이
편지함
편향
평가
평균
평방
평생
평소
평온
평행
평형
폐해
포괄
포드
포부
포스트모더니스트
포식자
포용
포유류
포프
포함
포획
폭발
폭우
폴드
표면
표범
표상
표적
표준어
표층
표현
푸른
풀이
품종
풍부
풍속
풍요
